"id","code","type","parent_id/id","name"
"l10n_hr_joppd_receipt_1006","1006","normal","l10n_hr_joppd_receipt_1001-1099","Primici od kojih se utvrđuje dohodak od kapitala po osnovi kapitalnih dobitaka"
"l10n_hr_joppd_receipt_2001-2999","2001-2999","view","l10n_hr_joppd_receipt","PRIMICI OD IMOVINSKIH PRAVA"
"l10n_hr_joppd_receipt_2001-2099","2001-2099","view","l10n_hr_joppd_receipt_2001-2999","Primici od kojih se utvrđuje dohodak od imovinskih prava"
"l10n_hr_joppd_receipt_2001","2001","normal","l10n_hr_joppd_receipt_2001-2099","Primici od kojih se utvrđuje dohodak od imovinskih prava"
"l10n_hr_joppd_receipt_2002","2002","normal","l10n_hr_joppd_receipt_2001-2099","Primici od kojih se utvrđuje dohodak od posebnih vrsta imovine"
"l10n_hr_joppd_receipt_3001-3999","3001-3999","view","l10n_hr_joppd_receipt","PRIMICI OD OSIGURANJA"
"l10n_hr_joppd_receipt_3001-3099","3001-3099","view","l10n_hr_joppd_receipt_3001-3999","Primici od kojih se utvrđuje dohodak od osiguranja"
"l10n_hr_joppd_receipt_3001","3001","normal","l10n_hr_joppd_receipt_3001-3099","Primici od kojih se utvrđuje dohodak od osiguranja po osnovi dobrovoljnog mirovinskog osiguranja"
"l10n_hr_joppd_receipt_3002","3002","normal","l10n_hr_joppd_receipt_3001-3099","Primici od kojih se utvrđuje dohodak od osiguranja po osnovi životnog osiguranja s obilježjem štednje"
"l10n_hr_joppd_receipt_4001-4999","4001-4999","view","l10n_hr_joppd_receipt","PRIMICI OD KOJIH SE UTVRĐUJE DRUGI DOHODAK"
"l10n_hr_joppd_receipt_4001-4099","4001-4099","view","l10n_hr_joppd_receipt_4001-4999","Primici od kojih se utvrđuje drugi dohodak"
"l10n_hr_joppd_receipt_4001","4001","normal","l10n_hr_joppd_receipt_4001-4099","Primici od autorskih naknada isplaćenih prema posebnom zakonu kojim se uređuju autorska i srodna prava"
"l10n_hr_joppd_receipt_4002","4002","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi naknada za isporučeno umjetničko djelo osobama koje obavljaju umjetničku i kulturnu djelatnost"
"l10n_hr_joppd_receipt_4003","4003","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi naknada profesionalnih djelatnosti novinara, umjetnika i sportaša koji su osigurani po toj osnovi i doprinose za obvezna osiguranja plaćaju prema rješenju"
"l10n_hr_joppd_receipt_4004","4004","normal","l10n_hr_joppd_receipt_4001-4099","Primici nerezidenata za obavljanje umjetničke, artističke, zabavne, sportske, književne i likovne djelatnosti te djelatnosti u svezi s tiskom, radijem i televizijom te zabavnim priredbama po osnovi kojih postoji obveza doprinosa"
"l10n_hr_joppd_receipt_4005","4005","normal","l10n_hr_joppd_receipt_4001-4099","Primici nerezidenata za obavljanje umjetničke, artističke, zabavne, sportske, književne i likovne djelatnosti te djelatnosti u svezi s tiskom, radijem i televizijom te zabavnim priredbama po osnovi kojih postoji obveza doprinosa, koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4006","4006","normal","l10n_hr_joppd_receipt_4001-4099","Primici nerezidenata za obavljanje umjetničke, artističke, zabavne, sportske, književne i likovne djelatnosti te djelatnosti u svezi s tiskom, radijem i televizijom te zabavnim priredbama po osnovi kojih ne postoji obveza doprinosa"
"l10n_hr_joppd_receipt_4007","4007","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti sportaša (koji nisu osigurani po osnovi samostalne djelatnosti sportaša)"
"l10n_hr_joppd_receipt_4008","4008","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti sportaša (koji nisu osigurani po osnovi samostalne djelatnosti sportaša) koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4009","4009","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti sportaša koji se isplaćuju umirovljenicima"
"l10n_hr_joppd_receipt_4010","4010","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti trgovačkih putnika, agenta, akvizitera, tumača, prevoditelja, turističkih djelatnika, konzultanata, sudskih vještaka te druge slične djelatnosti"
"l10n_hr_joppd_receipt_4011","4011","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti trgovačkih putnika, agenta, akvizitera, tumača, prevoditelja, turističkih djelatnika, konzultanata, sudskih vještaka te druge slične djelatnosti, koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4012","4012","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti trgovačkih putnika, agenta, akvizitera, tumača, prevoditelja, turističkih djelatnika, konzultanata, sudskih vještaka te druge slične djelatnosti, koji se isplaćuju umirovljenicima"
"l10n_hr_joppd_receipt_4013","4013","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti sportskih sudaca i delegata"
"l10n_hr_joppd_receipt_4014","4014","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti članova skupština i nadzornih odbora trgovačkih društava, upravnih odbora, upravnih vijeća i drugih njima odgovarajućih tijela drugih pravnih osoba, članova povjerenstava i odbora koje imaju ta tijela i sudaca porotnika koji nemaju svojstvo djelatnika u sudu"
"l10n_hr_joppd_receipt_4015","4015","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti članova skupština i nadzornih odbora trgovačkih društava, upravnih odbora, upravnih vijeća i drugih njima odgovarajućih tijela drugih pravnih osoba, članova povjerenstava i odbora koje imaju ta tijela i sudaca porotnika koji nemaju svojstvo djelatnika u sudu, koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4016","4016","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi djelatnosti članova skupština i nadzornih odbora trgovačkih društava, upravnih odbora, upravnih vijeća i drugih njima odgovarajućih tijela drugih pravnih osoba, članova povjerenstava i odbora koje imaju ta tijela i sudaca porotnika koji nemaju svojstvo djelatnika u sudu, koji se isplaćuju umirovljenicima"
"l10n_hr_joppd_receipt_4017","4017","normal","l10n_hr_joppd_receipt_4001-4099","Primici u naravi – korištenje zgrada, prometnih sredstava, povoljnije kamate pri odobravanju kredita i druge pogodnosti prema članku 14. stavku 3. Zakona o porezu na dohodak, a koje davatelji tih primitaka daju fizičkim osobama koje nisu njihovi radnici i osobe koje ostvaruju primitke iz članka 14. toga Zakona"
"l10n_hr_joppd_receipt_4018","4018","normal","l10n_hr_joppd_receipt_4001-4099","Primici u naravi – korištenje zgrada, prometnih sredstava, povoljnije kamate pri odobravanju kredita i druge pogodnosti prema članku 14. stavku 3. Zakona o porezu na dohodak, a koje davatelji tih primitaka daju fizičkim osobama koje nisu njihovi radnici i osobe koje ostvaruju primitke iz članka 14. toga Zakona, koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4019","4019","normal","l10n_hr_joppd_receipt_4001-4099","Primici u naravi – korištenje zgrada, prometnih sredstava, povoljnije kamate pri odobravanju kredita i druge pogodnosti prema članku 14. stavku 3. Zakona o porezu na dohodak, a koje davatelji tih primitaka daju fizičkim osobama koje nisu njihovi radnici i osobe koje ostvaruju primitke iz članka 14. toga Zakona, koji se isplaćuju umirovljenicima"
"l10n_hr_joppd_receipt_4020","4020","normal","l10n_hr_joppd_receipt_4001-4099","Nagrade učenicima za vrijeme praktičnog rada i naukovanja, iznad propisanog iznosa"
"l10n_hr_joppd_receipt_4021","4021","normal","l10n_hr_joppd_receipt_4001-4099","Stipendije učenicima i studentima za redovno školovanje na srednjim, višim i visokim školama i fakultetima, iznad propisanog iznosa,"
"l10n_hr_joppd_receipt_4022","4022","normal","l10n_hr_joppd_receipt_4001-4099","Sportske stipendije koje se prema posebnim propisima isplaćuju sportašima amaterima za njihovo sportsko usavršavanje, iznad propisanog iznosa"
"l10n_hr_joppd_receipt_4023","4023","normal","l10n_hr_joppd_receipt_4001-4099","Nagrade za sportska ostvarenja i naknade sportašima amaterima prema posebnim propisima, iznad propisanih iznosa"
"l10n_hr_joppd_receipt_4024","4024","normal","l10n_hr_joppd_receipt_4001-4099","Nagrade za sportska ostvarenja i naknade sportašima amaterima prema posebnim propisima, iznad propisanih iznosa koje se isplaćuju umirovljenicima"
"l10n_hr_joppd_receipt_4025","4025","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a primatelj ga ostvari neposredno iz inozemstva ili od fizičke osobe"
"l10n_hr_joppd_receipt_4026","4026","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a primatelj ga ostvari neposredno iz inozemstva ili od fizičke osobe, a koji je viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_4027","4027","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a umirovljenik ga ostvari neposredno iz inozemstva ili od fizičke osobe"
"l10n_hr_joppd_receipt_4028","4028","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak i koji bi bili podložni obvezi doprinosa da ugovorom o socijalnom osiguranju nije drugačije uređeno"
"l10n_hr_joppd_receipt_4029","4029","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak i koji su podložni obvezi doprinosa za zdravstveno osiguranja, a nisu podložni obvezi doprinosa za mirovinsko osiguranje sukladno ugovoru o socijalnom osiguranju"
"l10n_hr_joppd_receipt_4030","4030","normal","l10n_hr_joppd_receipt_4001-4099","Ostali primici koje fizičkim osobama isplaćuju ili daju pravne i fizičke osobe (obveznici poreza na dobit i obveznici poreza na dohodak koji obavljaju samostalne djelatnosti) i drugi isplatitelji i davatelji, a po osnovi kojih postoji obveza doprinosa"
"l10n_hr_joppd_receipt_4031","4031","normal","l10n_hr_joppd_receipt_4001-4099","Ostali primici koje fizičkim osobama isplaćuju ili daju pravne i fizičke osobe (obveznici poreza na dobit i obveznici poreza na dohodak koji obavljaju samostalne djelatnosti) i drugi isplatitelji i davatelji, a po osnovi kojih postoji i obveza doprinosa, a koji su viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_4032","4032","normal","l10n_hr_joppd_receipt_4001-4099","Ostali primici koje fizičkim osobama isplaćuju ili daju pravne i fizičke osobe (obvezniciporeza na dobit i obveznici poreza na dohodak koji obavljaju samostalne djelatnosti) i drugi isplatitelji i davatelji, a po osnovi kojih ne postoji obveza doprinosa"
"l10n_hr_joppd_receipt_4033","4033","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, ostvareni temeljem sezonskog rada u poljoprivredi prema Zakonu o poticanju zapošljavanja"
"l10n_hr_joppd_receipt_4034","4034","normal","l10n_hr_joppd_receipt_4001-4099","Primici nerezidenata od autorskih naknada isplaćenih prema posebnom zakonu kojim se uređuju autorska i srodna prava a koji nemaju pravo na paušalni izdatak"
"l10n_hr_joppd_receipt_4035","4035","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak a koji se isplaćuju nerezidentima Republike Hrvatske - članovima uprave odnosno članovima drugih odgovarajućim upravljačkih tijela društva te izvršnim direktorima"
"l10n_hr_joppd_receipt_4036","4036","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak a koji se isplaćuju nerezidentima Republike Hrvatske - članovima uprave odnosno članovima drugih odgovarajućim upravljačkih tijela društva te izvršnim direktorima, koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_4037","4037","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak a koji se isplaćuju nerezidentima Republike Hrvatske - članovima uprave odnosno članovima drugih odgovarajućim upravljačkih tijela društva te izvršnim direktorima, a prema kojima ne postoji obveza doprinosa"
"l10n_hr_joppd_receipt_4038","4038","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi drugog dohotka koji podliježu obvezi doprinosa, a na koje je, sukladno ugovoru o izbjegavanju dvostrukog oporezivanja predujam poreza na dohodak plaćen u inozemstvu, te se sukladno članku 2. stavku 4. Pravilnika o porezu na dohodak ne plaćaju predujmovi poreza na dohodak u tuzemstvu, te je porezni obveznik obvezan podnijeti godišnju poreznu prijavu"
"l10n_hr_joppd_receipt_4039","4039","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi drugog dohotka koji podliježu obvezi doprinosa ali su viši od najviše godišnje osnovice za obračun doprinosa, a na koje je, sukladno ugovoru o izbjegavanju dvostrukog oporezivanja predujam poreza na dohodak plaćen u inozemstvu, te se sukladno članku 2. stavku 4. Pravilnika o porezu na dohodak ne plaćaju predujmovi poreza na dohodak u tuzemstvu, te je porezni obveznik obvezan podnijeti godišnju poreznu prijavu"
"l10n_hr_joppd_receipt_4040","4040","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi drugog dohotka koji podliježu obvezi doprinosa koji bi bili oporezivi porezom na dohodak da ugovorima o izbjegavanju dvostrukog oporezivanja nije uređeno drukčije, u slučaju kada Republika Hrvatska sukladno ugovoru izuzima te primitke od oporezivanja"
"l10n_hr_joppd_receipt_4041","4041","normal","l10n_hr_joppd_receipt_4001-4099","Primici po osnovi drugog dohotka koji podliježu obvezi doprinosa, ali su viši od najviše godišnje osnovice za obračun doprinosa, a koji bi bili oporezivi porezom na dohodak da ugovorima o izbjegavanju dvostrukog oporezivanja nije uređeno drukčije u slučaju kada Republika Hrvatska sukladno ugovoru izuzima te primitke od oporezivanja"
"l10n_hr_joppd_receipt_4042","4042","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a primatelj ga ostvari neposredno od fizičke osobe"
"l10n_hr_joppd_receipt_4043","4043","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a primatelj ga ostvari neposredno od fizičke osobe, a koji je viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_4044","4044","normal","l10n_hr_joppd_receipt_4001-4099","Primici od kojih se utvrđuje drugi dohodak, a umirovljenik ga ostvari neposredno od fizičke osobe"
"l10n_hr_joppd_receipt_5001-5999","5001-5999","view","l10n_hr_joppd_receipt",OSTALE OBVEZE DOPRINOSA I OBVEZE DOPRINOSA TEMELJEM OBAVLJANJA SAMOSTALNE DJELATNOSTI"
"l10n_hr_joppd_receipt_5001-5009","5001-5009","view","l10n_hr_joppd_receipt_5001-5999","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu"
"l10n_hr_joppd_receipt_5001","5001","normal","l10n_hr_joppd_receipt_5001-5009","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu za osiguranike koji službeno borave u inozemstvu (plaća ili prosječna plaća ukoliko mu se ne isplaćuje plaća – 10% ZO INO)"
"l10n_hr_joppd_receipt_5002","5002","normal","l10n_hr_joppd_receipt_5001-5009","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu za osiguranike koji borave na službenom putu u inozemstvu (0,35 - 20% ZO INO)"
"l10n_hr_joppd_receipt_5003","5003","normal","l10n_hr_joppd_receipt_5001-5009","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu za osiguranike po osnovi primitka od kojih se utvrđuje drugi dohodak koji borave na službenom putu u inozemstvu (0,35 - 20% ZO INO)"
"l10n_hr_joppd_receipt_5004","5004","normal","l10n_hr_joppd_receipt_5001-5009","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu za osiguranika po osnovi obavljanja samostalnih djelatnosti koji boravi na službenom putu u inozemstvu (0,35 - 20% ZO INO)"
"l10n_hr_joppd_receipt_5005","5005","normal","l10n_hr_joppd_receipt_5001-5009","Obveze posebnog doprinosa za korištenje zdravstvene zaštite u inozemstvu za osiguranika po osnovi obavljanja samostalnih djelatnosti – izaslanog na rad u inozemstvo (0,35 – 20% ZO INO)"
"l10n_hr_joppd_receipt_5101-5729","5101-5729","view","l10n_hr_joppd_receipt_5001-5999","Obveze po osnovi naknade plaće, prava iz osiguranja koji se financiraju na teret nositelja osiguranja ili državnog proračuna i obveze prema osiguranju u određenim okolnostima"
"l10n_hr_joppd_receipt_5101","5101","normal","l10n_hr_joppd_receipt_5101-5729","Obveze poreza na dohodak i prireza porezu na dohodak te doprinosa za osiguranike po osnovi njegovatelja HRVI"
"l10n_hr_joppd_receipt_5102","5102","normal","l10n_hr_joppd_receipt_5101-5729","Obveze doprinosa za osiguranike po osnovi roditelja – njegovatelja"
"l10n_hr_joppd_receipt_5103","5103","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinosa za osiguranike po osnovi slobodnog zanimanja – samostalnih umjetnika"
"l10n_hr_joppd_receipt_5104","5104","normal","l10n_hr_joppd_receipt_5101-5729","Primici učenika i redovitih studenata za vrijeme rada preko posrednika pri zapošljavanju iznad propisanih iznosa, odnosno obveza doprinosa učenika i redovitih studenata za vrijeme rada preko posrednika pri zapošljavanju"
"l10n_hr_joppd_receipt_5105","5105","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinosa za osiguranike za koje se obveza doprinosa izračunava primjenom doprinosa za mirovinsko osiguranje na temelju generacijske solidarnosti i doprinosa za mirovinsko osiguranje na temelju individualne kapitalizirane štednje na minimalnu osnovicu za obračun doprinosa"
"l10n_hr_joppd_receipt_5106","5106","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinosa za osiguranike za koje se obveza doprinosa izračunava primjenom doprinosa za mirovinsko osiguranje na temelju individualne kapitalizirane štednje na najnižu osnovicu za obračun doprinosa"
"l10n_hr_joppd_receipt_5107","5107","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinosa za osiguranike za koje se obveza doprinosa izračunava primjenom doprinosa za mirovinsko osiguranje na temelju individualne kapitalizirane štednje na naknadu plaće"
"l10n_hr_joppd_receipt_5108","5108","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinos za mirovinsko osiguranje u određenim okolnostima i posebnog doprinosa za zaštitu zdravlja na radu na minimalnu osnovicu za obračun"
"l10n_hr_joppd_receipt_5109","5109","normal","l10n_hr_joppd_receipt_5101-5729","Obveza doprinosa za zdravstveno osiguranje na najnižu osnovicu za obračun doprinosa"
"l10n_hr_joppd_receipt_5110","5110","normal","l10n_hr_joppd_receipt_5101-5729","Obveza mirovinskog osiguranja u određenim okolnostima i zdravstvenog osiguranja zaštite zdravlja na radu za slučaj ozljede na radu i profesionalne bolesti najnižu osnovicu za obračun doprinosa"
"l10n_hr_joppd_receipt_5111","5111","normal","l10n_hr_joppd_receipt_5101-5729","Obveze doprinosa za mirovinsko osiguranje na temelju individualne kapitalizirane štednje za osiguranika – osobu s invaliditetom kojoj se staž mirovinskog osiguranja računa s povećanim trajanjem"
"l10n_hr_joppd_receipt_5112","5112","normal","l10n_hr_joppd_receipt_5101-5729","Obveze doprinosa za osiguranike bračne drugove profesionalnog odnosno ugovornog diplomata i članove obitelji profesionalnog odnosno ugovornog diplomata"
"l10n_hr_joppd_receipt_5701-5719","5701-5719","view","l10n_hr_joppd_receipt_5101-5729","Obveze po osnovi stručnog osposobljavanja za rad bez zasnivanja radnog odnosa"
"l10n_hr_joppd_receipt_5701","5701","normal","l10n_hr_joppd_receipt_5701-5719","Obveze po osnovi stručnog osposobljavanja za rad bez zasnivanja radnog odnosa za mjesec dana rada"
"l10n_hr_joppd_receipt_5702","5702","normal","l10n_hr_joppd_receipt_5701-5719","Obveze po osnovi stručnog osposobljavanja za rad bez zasnivanja radnog odnosa za mjesec dana rada – osobi koja se prvi put zapošljava – prema Zakonu o doprinosima"
"l10n_hr_joppd_receipt_5703","5703","normal","l10n_hr_joppd_receipt_5701-5719","Obveze po osnovi stručnog osposobljavanja za rad bez zasnivanja radnog odnosa za mjesec dana rada – osobi koja se prvi put zapošljava – prema Zakonu o poticanju zapošljavanja"
"l10n_hr_joppd_receipt_5721-5729","5721-5729","view","l10n_hr_joppd_receipt_5101-5729","Ostale obveze"
"l10n_hr_joppd_receipt_5721","5721","normal","l10n_hr_joppd_receipt_5721-5729","Naplaćena kamata za doprinose za mirovinsko osiguranje na temelju individualne kapitalizirane štednje zbog nepravovremene uplate dospjele obveze"
"l10n_hr_joppd_receipt_5800-5900","5800-5900","view","l10n_hr_joppd_receipt_5001-5999","Obveze doprinosa po osnovi obavljanja samostalne djelatnosti koji od obavljanja tih djelatnosti, sukladno propisima o porezu na dohodak, utvrđuju dohodak od samostalne djelatnosti"
"l10n_hr_joppd_receipt_5801","5801","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema propisanoj osnovici za obračun doprinosa"
"l10n_hr_joppd_receipt_5802","5802","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 1)"
"l10n_hr_joppd_receipt_5803","5803","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 2)"
"l10n_hr_joppd_receipt_5804","5804","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 3)"
"l10n_hr_joppd_receipt_5805","5805","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 4)"
"l10n_hr_joppd_receipt_5806","5806","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 5)"
"l10n_hr_joppd_receipt_5807","5807","normal","l10n_hr_joppd_receipt_5800-5900","Obveza doprinosa prema izabranoj višoj osnovici za obračun doprinosa (koeficijent 6)"
