id,code,type,parent_id/id,name,regos_code,joppd_code,local_tax_pct,iban
l10n_hr_joppd_city_municipality_02291,02291,normal,l10n_hr_joppd_city_municipality,LEPOGLAVA,2291,2291,8,HR7010010051722912007
l10n_hr_joppd_city_municipality_02305,02305,normal,l10n_hr_joppd_city_municipality,LEVANJSKA VAROŠ,2305,2305,0,HR6010010051723012000
l10n_hr_joppd_city_municipality_02313,02313,normal,l10n_hr_joppd_city_municipality,LIPIK,2313,2313,0,HR7110010051723112003
l10n_hr_joppd_city_municipality_02321,02321,normal,l10n_hr_joppd_city_municipality,LIPOVLJANI,2321,2321,6,HR9310010051723212002
l10n_hr_joppd_city_municipality_02348,02348,normal,l10n_hr_joppd_city_municipality,LIŠANE OSTROVIČKE,2348,2348,6,HR2910010051723412004
l10n_hr_joppd_city_municipality_02356,02356,normal,l10n_hr_joppd_city_municipality,LIŽNJAN (LISIGNANO),2356,2356,5,HR9410010051723512005
l10n_hr_joppd_city_municipality_02364,02364,normal,l10n_hr_joppd_city_municipality,LOBOR,2364,2364,0,HR0310010051723612001
l10n_hr_joppd_city_municipality_02372,02372,normal,l10n_hr_joppd_city_municipality,LOKVE,2372,2372,0,HR3010010051723712007
l10n_hr_joppd_city_municipality_02399,02399,normal,l10n_hr_joppd_city_municipality,LOVAS,2399,2399,5,HR6310010051723912009
l10n_hr_joppd_city_municipality_02402,02402,normal,l10n_hr_joppd_city_municipality,LOVINAC,2402,2402,8,HR4210010051724012006
l10n_hr_joppd_city_municipality_02429,02429,normal,l10n_hr_joppd_city_municipality,LOVRAN,2429,2429,0,HR5910010051724212005
l10n_hr_joppd_city_municipality_02437,02437,normal,l10n_hr_joppd_city_municipality,LOVREĆ,2437,2437,0,HR6510010051724312001
l10n_hr_joppd_city_municipality_02445,02445,normal,l10n_hr_joppd_city_municipality,LUDBREG,2445,2445,12,HR9210010051724412007
l10n_hr_joppd_city_municipality_02453,02453,normal,l10n_hr_joppd_city_municipality,LUKAČ,2453,2453,0,HR6010010051724512008
l10n_hr_joppd_city_municipality_02461,02461,normal,l10n_hr_joppd_city_municipality,LUPOGLAV,2461,2461,1,HR2810010051724612009
l10n_hr_joppd_city_municipality_02470,02470,normal,l10n_hr_joppd_city_municipality,LJUBEŠĆICA,2470,2470,10,HR7210010051724712000
l10n_hr_joppd_city_municipality_02488,02488,normal,l10n_hr_joppd_city_municipality,MAČE,2488,2488,0,HR8310010051724812003
l10n_hr_joppd_city_municipality_02496,02496,normal,l10n_hr_joppd_city_municipality,MAKARSKA,2496,2496,10,HR0810010051724912002
l10n_hr_joppd_city_municipality_02500,02500,normal,l10n_hr_joppd_city_municipality,MALA SUBOTICA,2500,2500,0,HR1910010051725012005
l10n_hr_joppd_city_municipality_02518,02518,normal,l10n_hr_joppd_city_municipality,MALI BUKOVEC,2518,2518,10,HR2510010051725112001
l10n_hr_joppd_city_municipality_02526,02526,normal,l10n_hr_joppd_city_municipality,MALI LOŠINJ,2526,2526,0,HR5210010051725212007
l10n_hr_joppd_city_municipality_02534,02534,normal,l10n_hr_joppd_city_municipality,MALINSKA – DUBAŠNICA,2534,2534,0,HR2010010051725312008
l10n_hr_joppd_city_municipality_02542,02542,normal,l10n_hr_joppd_city_municipality,MARČANA,2542,2542,5,HR8510010051725412009
l10n_hr_joppd_city_municipality_02569,02569,normal,l10n_hr_joppd_city_municipality,MARIJA BISTRICA,2569,2569,0,HR4310010051725612003
l10n_hr_joppd_city_municipality_02577,02577,normal,l10n_hr_joppd_city_municipality,MARIJANCI,2577,2577,5,HR6510010051725712002
l10n_hr_joppd_city_municipality_02585,02585,normal,l10n_hr_joppd_city_municipality,MARINA,2585,2585,0,HR4910010051725812006
l10n_hr_joppd_city_municipality_02593,02593,normal,l10n_hr_joppd_city_municipality,MARTINSKA VES,2593,2593,0,HR9810010051725912004
l10n_hr_joppd_city_municipality_02607,02607,normal,l10n_hr_joppd_city_municipality,MARUŠEVEC,2607,2607,0,HR1210010051726012007
l10n_hr_joppd_city_municipality_02615,02615,normal,l10n_hr_joppd_city_municipality,MATULJI,2615,2615,10,HR7710010051726112008
l10n_hr_joppd_city_municipality_02631,02631,normal,l10n_hr_joppd_city_municipality,MEDULIN,2631,2631,5,HR8910010051726312000
l10n_hr_joppd_city_municipality_02640,02640,normal,l10n_hr_joppd_city_municipality,METKOVIĆ,2640,2640,8,HR0310010051726412003
l10n_hr_joppd_city_municipality_02658,02658,normal,l10n_hr_joppd_city_municipality,MIHOVLJAN,2658,2658,8,HR2510010051726512002
l10n_hr_joppd_city_municipality_02666,02666,normal,l10n_hr_joppd_city_municipality,MIKLEUŠ,2666,2666,0,HR0910010051726612006
l10n_hr_joppd_city_municipality_02674,02674,normal,l10n_hr_joppd_city_municipality,MILNA,2674,2674,3,HR5810010051726712004
l10n_hr_joppd_city_municipality_02682,02682,normal,l10n_hr_joppd_city_municipality,MLJET,2682,2682,10,HR2610010051726812005
l10n_hr_joppd_city_municipality_02704,02704,normal,l10n_hr_joppd_city_municipality,MOLVE,2704,2704,0,HR0510010051727012009
l10n_hr_joppd_city_municipality_02712,02712,normal,l10n_hr_joppd_city_municipality,PODRAVSKA MOSLAVINA,2712,2712,0,HR4910010051727112000
l10n_hr_joppd_city_municipality_02739,02739,normal,l10n_hr_joppd_city_municipality,MOŠĆENIČKA DRAGA,2739,2739,0,HR8210010051727312002
l10n_hr_joppd_city_municipality_02747,02747,normal,l10n_hr_joppd_city_municipality,MOTOVUN (MONTONA),2747,2747,0,HR6610010051727412006
l10n_hr_joppd_city_municipality_02755,02755,normal,l10n_hr_joppd_city_municipality,MRKOPALJ,2755,2755,7,HR1810010051727512004
l10n_hr_joppd_city_municipality_02763,02763,normal,l10n_hr_joppd_city_municipality,MURSKO SREDIŠĆE,2763,2763,0,HR8310010051727612005
l10n_hr_joppd_city_municipality_02780,02780,normal,l10n_hr_joppd_city_municipality,NAŠICE,2780,2780,8,HR1910010051727812007
l10n_hr_joppd_city_municipality_02798,02798,normal,l10n_hr_joppd_city_municipality,NEDELIŠĆE,2798,2798,0,HR8410010051727912008
l10n_hr_joppd_city_municipality_02801,02801,normal,l10n_hr_joppd_city_municipality,NEREŽIŠĆA,2801,2801,0,HR2010010051728012003
l10n_hr_joppd_city_municipality_02810,02810,normal,l10n_hr_joppd_city_municipality,NETRETIĆ,2810,2810,0,HR4210010051728112002
l10n_hr_joppd_city_municipality_02828,02828,normal,l10n_hr_joppd_city_municipality,NIN,2828,2828,0,HR2610010051728212006
l10n_hr_joppd_city_municipality_02836,02836,normal,l10n_hr_joppd_city_municipality,NOVA BUKOVICA,2836,2836,0,HR7510010051728312004
l10n_hr_joppd_city_municipality_02844,02844,normal,l10n_hr_joppd_city_municipality,NOVA GRADIŠKA,2844,2844,12,HR4310010051728412005
l10n_hr_joppd_city_municipality_02852,02852,normal,l10n_hr_joppd_city_municipality,NOVA KAPELA,2852,2852,10,HR4910010051728512001
l10n_hr_joppd_city_municipality_02879,02879,normal,l10n_hr_joppd_city_municipality,NOVA RAČA,2879,2879,0,HR4410010051728712008
l10n_hr_joppd_city_municipality_02887,02887,normal,l10n_hr_joppd_city_municipality,NOVALJA,2887,2887,0,HR1210010051728812009
l10n_hr_joppd_city_municipality_02895,02895,normal,l10n_hr_joppd_city_municipality,NOVI MAROF,2895,2895,10,HR5610010051728912000
l10n_hr_joppd_city_municipality_02909,02909,normal,l10n_hr_joppd_city_municipality,NOVI VINODOLSKI,2909,2909,7,HR9410010051729012002
l10n_hr_joppd_city_municipality_02917,02917,normal,l10n_hr_joppd_city_municipality,NOVIGRAD (CITTANOVA),2917,2917,0,HR7810010051729112006
l10n_hr_joppd_city_municipality_02925,02925,normal,l10n_hr_joppd_city_municipality,NOVIGRAD PODRAVSKI,2925,2925,0,HR3010010051729212004
l10n_hr_joppd_city_municipality_02933,02933,normal,l10n_hr_joppd_city_municipality,NOVSKA,2933,2933,8,HR9510010051729312005
l10n_hr_joppd_city_municipality_02941,02941,normal,l10n_hr_joppd_city_municipality,NUŠTAR,2941,2941,6,HR0410010051729412001
l10n_hr_joppd_city_municipality_02950,02950,normal,l10n_hr_joppd_city_municipality,NIJEMCI,2950,2950,0,HR3110010051729512007
l10n_hr_joppd_city_municipality_02968,02968,normal,l10n_hr_joppd_city_municipality,OBROVAC,2968,2968,0,HR9610010051729612008
l10n_hr_joppd_city_municipality_02976,02976,normal,l10n_hr_joppd_city_municipality,OGULIN,2976,2976,10,HR6410010051729712009
l10n_hr_joppd_city_municipality_02984,02984,normal,l10n_hr_joppd_city_municipality,PROMINA,2984,2984,0,HR1110010051729812000
l10n_hr_joppd_city_municipality_02992,02992,normal,l10n_hr_joppd_city_municipality,OKUČANI,2992,2992,10,HR2210010051729912003
l10n_hr_joppd_city_municipality_03000,03000,normal,l10n_hr_joppd_city_municipality,OMIŠ,3000,3000,8,HR7610010051730012008
l10n_hr_joppd_city_municipality_03018,03018,normal,l10n_hr_joppd_city_municipality,OMIŠALJ,3018,3018,0,HR4410010051730112009
l10n_hr_joppd_city_municipality_03026,03026,normal,l10n_hr_joppd_city_municipality,OPATIJA,3026,3026,0,HR8810010051730212000
l10n_hr_joppd_city_municipality_03034,03034,normal,l10n_hr_joppd_city_municipality,OPRISAVCI,3034,3034,0,HR0210010051730312003
l10n_hr_joppd_city_municipality_03042,03042,normal,l10n_hr_joppd_city_municipality,OPRTALJ (PORTOLE),3042,3042,0,HR2410010051730412002
l10n_hr_joppd_city_municipality_03069,03069,normal,l10n_hr_joppd_city_municipality,OPUZEN,3069,3069,10,HR5710010051730612004
l10n_hr_joppd_city_municipality_03077,03077,normal,l10n_hr_joppd_city_municipality,ORAHOVICA,3077,3077,0,HR2510010051730712005
l10n_hr_joppd_city_municipality_03085,03085,normal,l10n_hr_joppd_city_municipality,OREBIĆ,3085,3085,0,HR3110010051730812001
l10n_hr_joppd_city_municipality_03093,03093,normal,l10n_hr_joppd_city_municipality,ORIOVAC,3093,3093,0,HR5810010051730912007
l10n_hr_joppd_city_municipality_03107,03107,normal,l10n_hr_joppd_city_municipality,BISKUPIJA,3107,3107,4,HR4810010051731012000
l10n_hr_joppd_city_municipality_03115,03115,normal,l10n_hr_joppd_city_municipality,OROSLAVJE,3115,3115,0,HR5910010051731112003
l10n_hr_joppd_city_municipality_03123,03123,normal,l10n_hr_joppd_city_municipality,OSIJEK,3123,3123,13,HR8110010051731212002
l10n_hr_joppd_city_municipality_03131,03131,normal,l10n_hr_joppd_city_municipality,OTOČAC,3131,3131,7,HR6510010051731312006
l10n_hr_joppd_city_municipality_03140,03140,normal,l10n_hr_joppd_city_municipality,OTOK (Sinj),3140,3140,5,HR1710010051731412004
l10n_hr_joppd_city_municipality_03158,03158,normal,l10n_hr_joppd_city_municipality,OZALJ,3158,3158,12,HR8210010051731512005
l10n_hr_joppd_city_municipality_03166,03166,normal,l10n_hr_joppd_city_municipality,PAG,3166,3166,0,HR8810010051731612001
l10n_hr_joppd_city_municipality_03174,03174,normal,l10n_hr_joppd_city_municipality,PAKOŠTANE,3174,3174,0,HR1810010051731712007
l10n_hr_joppd_city_municipality_03182,03182,normal,l10n_hr_joppd_city_municipality,PAKRAC,3182,3182,7,HR8310010051731812008
l10n_hr_joppd_city_municipality_03204,03204,normal,l10n_hr_joppd_city_municipality,PAŠMAN,3204,3204,0,HR3010010051732012006
l10n_hr_joppd_city_municipality_03212,03212,normal,l10n_hr_joppd_city_municipality,PAZIN,3212,3212,9,HR7910010051732112004
l10n_hr_joppd_city_municipality_03239,03239,normal,l10n_hr_joppd_city_municipality,PERUŠIĆ,3239,3239,2,HR5310010051732312001
l10n_hr_joppd_city_municipality_03247,03247,normal,l10n_hr_joppd_city_municipality,PETERANEC,3247,3247,0,HR8010010051732412007
l10n_hr_joppd_city_municipality_03255,03255,normal,l10n_hr_joppd_city_municipality,PETLOVAC,3255,3255,5,HR4810010051732512008
l10n_hr_joppd_city_municipality_03263,03263,normal,l10n_hr_joppd_city_municipality,PETRIJANEC,3263,3263,0,HR1610010051732612009
l10n_hr_joppd_city_municipality_03271,03271,normal,l10n_hr_joppd_city_municipality,PETRIJEVCI,3271,3271,5,HR6010010051732712000
l10n_hr_joppd_city_municipality_03280,03280,normal,l10n_hr_joppd_city_municipality,PETRINJA,3280,3280,10,HR7110010051732812003
l10n_hr_joppd_city_municipality_03298,03298,normal,l10n_hr_joppd_city_municipality,PETROVSKO,3298,3298,0,HR9310010051732912002
l10n_hr_joppd_city_municipality_03301,03301,normal,l10n_hr_joppd_city_municipality,PIĆAN,3301,3301,0,HR0710010051733012005
l10n_hr_joppd_city_municipality_03310,03310,normal,l10n_hr_joppd_city_municipality,PISAROVINA,3310,3310,6,HR1310010051733112001
l10n_hr_joppd_city_municipality_03328,03328,normal,l10n_hr_joppd_city_municipality,PITOMAČA,3328,3328,0,HR4010010051733212007
l10n_hr_joppd_city_municipality_03336,03336,normal,l10n_hr_joppd_city_municipality,PLAŠKI,3336,3336,0,HR0810010051733312008
l10n_hr_joppd_city_municipality_03344,03344,normal,l10n_hr_joppd_city_municipality,PLETERNICA,3344,3344,0,HR7310010051733412009
l10n_hr_joppd_city_municipality_03352,03352,normal,l10n_hr_joppd_city_municipality,PLOČE,3352,3352,10,HR2010010051733512000
l10n_hr_joppd_city_municipality_03379,03379,normal,l10n_hr_joppd_city_municipality,PODBABLJE,3379,3379,6,HR5310010051733712002
l10n_hr_joppd_city_municipality_03387,03387,normal,l10n_hr_joppd_city_municipality,PODCRKAVLJE,3387,3387,5,HR3710010051733812006
l10n_hr_joppd_city_municipality_03395,03395,normal,l10n_hr_joppd_city_municipality,PODGORA,3395,3395,10,HR8610010051733912004
l10n_hr_joppd_city_municipality_03409,03409,normal,l10n_hr_joppd_city_municipality,PODGORAČ,3409,3409,5,HR9710010051734012007
l10n_hr_joppd_city_municipality_03417,03417,normal,l10n_hr_joppd_city_municipality,PODSTRANA,3417,3417,8,HR6510010051734112008
l10n_hr_joppd_city_municipality_03425,03425,normal,l10n_hr_joppd_city_municipality,PODTUREN,3425,3425,0,HR3310010051734212009
l10n_hr_joppd_city_municipality_03433,03433,normal,l10n_hr_joppd_city_municipality,POJEZERJE,3433,3433,0,HR7710010051734312000
l10n_hr_joppd_city_municipality_03441,03441,normal,l10n_hr_joppd_city_municipality,POLAČA,3441,3441,10,HR8810010051734412003
l10n_hr_joppd_city_municipality_03450,03450,normal,l10n_hr_joppd_city_municipality,POLIČNIK,3450,3450,0,HR1310010051734512002
l10n_hr_joppd_city_municipality_03468,03468,normal,l10n_hr_joppd_city_municipality,POPOVAC,3468,3468,3,HR9410010051734612006
l10n_hr_joppd_city_municipality_03476,03476,normal,l10n_hr_joppd_city_municipality,POPOVAČA,3476,3476,6,HR4610010051734712004
l10n_hr_joppd_city_municipality_03484,03484,normal,l10n_hr_joppd_city_municipality,POREČ (PARENZO),3484,3484,0,HR1410010051734812005
l10n_hr_joppd_city_municipality_03492,03492,normal,l10n_hr_joppd_city_municipality,POSEDARJE,3492,3492,0,HR2010010051734912001
l10n_hr_joppd_city_municipality_03506,03506,normal,l10n_hr_joppd_city_municipality,POSTIRA,3506,3506,0,HR9010010051735012009
l10n_hr_joppd_city_municipality_03514,03514,normal,l10n_hr_joppd_city_municipality,POŽEGA,3514,3514,7,HR3710010051735112000
l10n_hr_joppd_city_municipality_03522,03522,normal,l10n_hr_joppd_city_municipality,PREGRADA,3522,3522,10,HR4810010051735212003
l10n_hr_joppd_city_municipality_03549,03549,normal,l10n_hr_joppd_city_municipality,PREKO,3549,3549,0,HR5410010051735412006
l10n_hr_joppd_city_municipality_03557,03557,normal,l10n_hr_joppd_city_municipality,PRELOG,3557,3557,0,HR0610010051735512004
l10n_hr_joppd_city_municipality_03565,03565,normal,l10n_hr_joppd_city_municipality,PRESEKA,3565,3565,5,HR7110010051735612005
l10n_hr_joppd_city_municipality_03573,03573,normal,l10n_hr_joppd_city_municipality,PRIMOŠTEN,3573,3573,10,HR7710010051735712001
l10n_hr_joppd_city_municipality_03581,03581,normal,l10n_hr_joppd_city_municipality,PUČIŠĆA,3581,3581,5,HR0710010051735812007
l10n_hr_joppd_city_municipality_03590,03590,normal,l10n_hr_joppd_city_municipality,PULA (POLA),3590,3590,12,HR7210010051735912008
l10n_hr_joppd_city_municipality_03603,03603,normal,l10n_hr_joppd_city_municipality,PUNAT,3603,3603,0,HR0810010051736012003
l10n_hr_joppd_city_municipality_03611,03611,normal,l10n_hr_joppd_city_municipality,PUNITOVCI,3611,3611,0,HR3010010051736112002
l10n_hr_joppd_city_municipality_03620,03620,normal,l10n_hr_joppd_city_municipality,PUŠĆA,3620,3620,10,HR1410010051736212006
l10n_hr_joppd_city_municipality_03638,03638,normal,l10n_hr_joppd_city_municipality,RAB,3638,3638,0,HR6310010051736312004
l10n_hr_joppd_city_municipality_03646,03646,normal,l10n_hr_joppd_city_municipality,RADOBOJ,3646,3646,8,HR3110010051736412005
l10n_hr_joppd_city_municipality_03654,03654,normal,l10n_hr_joppd_city_municipality,RAKOVICA,3654,3654,8,HR3710010051736512001
l10n_hr_joppd_city_municipality_03662,03662,normal,l10n_hr_joppd_city_municipality,RASINJA,3662,3662,0,HR6410010051736612007
l10n_hr_joppd_city_municipality_03689,03689,normal,l10n_hr_joppd_city_municipality,RAŠA,3689,3689,6,HR9710010051736812009
l10n_hr_joppd_city_municipality_03697,03697,normal,l10n_hr_joppd_city_municipality,RAVNA GORA,3697,3697,18445,HR4410010051736912000
l10n_hr_joppd_city_municipality_03719,03719,normal,l10n_hr_joppd_city_municipality,RAŽANAC,3719,3719,0,HR6610010051737112006
l10n_hr_joppd_city_municipality_03727,03727,normal,l10n_hr_joppd_city_municipality,REŠETARI,3727,3727,10,HR1810010051737212004
l10n_hr_joppd_city_municipality_03735,03735,normal,l10n_hr_joppd_city_municipality,RIJEKA,3735,3735,14,HR8310010051737312005
l10n_hr_joppd_city_municipality_03743,03743,normal,l10n_hr_joppd_city_municipality,ROVINJ (ROVIGNO),3743,3743,6,HR8910010051737412001
l10n_hr_joppd_city_municipality_03751,03751,normal,l10n_hr_joppd_city_municipality,ROVIŠĆE,3751,3751,0,HR1910010051737512007
l10n_hr_joppd_city_municipality_03760,03760,normal,l10n_hr_joppd_city_municipality,RUGVICA,3760,3760,0,HR8410010051737612008
l10n_hr_joppd_city_municipality_03778,03778,normal,l10n_hr_joppd_city_municipality,RUŽIĆ,3778,3778,5,HR5210010051737712009
l10n_hr_joppd_city_municipality_03786,03786,normal,l10n_hr_joppd_city_municipality,SABORSKO,3786,3786,0,HR9610010051737812000
l10n_hr_joppd_city_municipality_03794,03794,normal,l10n_hr_joppd_city_municipality,SALI,3794,3794,0,HR1010010051737912003
l10n_hr_joppd_city_municipality_03808,03808,normal,l10n_hr_joppd_city_municipality,SAMOBOR,3808,3808,0,HR7510010051738012004
l10n_hr_joppd_city_municipality_03816,03816,normal,l10n_hr_joppd_city_municipality,SATNICA ĐAKOVAČKA,3816,3816,0,HR4310010051738112005
l10n_hr_joppd_city_municipality_03824,03824,normal,l10n_hr_joppd_city_municipality,SEGET,3824,3824,0,HR4910010051738212001
l10n_hr_joppd_city_municipality_03832,03832,normal,l10n_hr_joppd_city_municipality,SELCA,3832,3832,0,HR7610010051738312007
l10n_hr_joppd_city_municipality_03859,03859,normal,l10n_hr_joppd_city_municipality,SELNICA,3859,3859,0,HR1210010051738512009
l10n_hr_joppd_city_municipality_03867,03867,normal,l10n_hr_joppd_city_municipality,SEMELJCI,3867,3867,0,HR5610010051738612000
l10n_hr_joppd_city_municipality_03875,03875,normal,l10n_hr_joppd_city_municipality,SENJ,3875,3875,10,HR6710010051738712003
l10n_hr_joppd_city_municipality_03883,03883,normal,l10n_hr_joppd_city_municipality,SIBINJ,3883,3883,10,HR8910010051738812002
l10n_hr_joppd_city_municipality_03891,03891,normal,l10n_hr_joppd_city_municipality,SINJ,3891,3891,0,HR7310010051738912006
l10n_hr_joppd_city_municipality_03905,03905,normal,l10n_hr_joppd_city_municipality,SIRAČ,3905,3905,0,HR0910010051739012001
l10n_hr_joppd_city_municipality_03913,03913,normal,l10n_hr_joppd_city_municipality,SISAK,3913,3913,10,HR3610010051739112007
l10n_hr_joppd_city_municipality_03930,03930,normal,l10n_hr_joppd_city_municipality,SKRAD,3930,3930,0,HR6910010051739312009
l10n_hr_joppd_city_municipality_03948,03948,normal,l10n_hr_joppd_city_municipality,SKRADIN,3948,3948,5,HR1610010051739412000
l10n_hr_joppd_city_municipality_03956,03956,normal,l10n_hr_joppd_city_municipality,SLATINA,3956,3956,6,HR2710010051739512003
l10n_hr_joppd_city_municipality_03964,03964,normal,l10n_hr_joppd_city_municipality,SLAVONSKI BROD,3964,3964,6,HR4910010051739612002
l10n_hr_joppd_city_municipality_03972,03972,normal,l10n_hr_joppd_city_municipality,SLAVONSKI ŠAMAC,3972,3972,0,HR3310010051739712006
l10n_hr_joppd_city_municipality_03999,03999,normal,l10n_hr_joppd_city_municipality,SLIVNO,3999,3999,0,HR5010010051739912005
l10n_hr_joppd_city_municipality_04006,04006,normal,l10n_hr_joppd_city_municipality,SLUNJ,4006,4006,5,HR4510010051740012005
l10n_hr_joppd_city_municipality_04022,04022,normal,l10n_hr_joppd_city_municipality,SMOKVICA,4022,4022,0,HR7810010051740212007
l10n_hr_joppd_city_municipality_04057,04057,normal,l10n_hr_joppd_city_municipality,SOKOLOVAC,4057,4057,0,HR5810010051740512000
l10n_hr_joppd_city_municipality_04065,04065,normal,l10n_hr_joppd_city_municipality,SOLIN,4065,4065,10,HR6910010051740612003
l10n_hr_joppd_city_municipality_04073,04073,normal,l10n_hr_joppd_city_municipality,SOPJE,4073,4073,0,HR9110010051740712002
l10n_hr_joppd_city_municipality_04090,04090,normal,l10n_hr_joppd_city_municipality,SPLIT,4090,4090,10,HR2710010051740912004
l10n_hr_joppd_city_municipality_04103,04103,normal,l10n_hr_joppd_city_municipality,SRAČINEC,4103,4103,5,HR3810010051741012007
l10n_hr_joppd_city_municipality_04111,04111,normal,l10n_hr_joppd_city_municipality,STANKOVCI,4111,4111,0,HR0610010051741112008
l10n_hr_joppd_city_municipality_04120,04120,normal,l10n_hr_joppd_city_municipality,STARA GRADIŠKA,4120,4120,5,HR7110010051741212009
l10n_hr_joppd_city_municipality_04138,04138,normal,l10n_hr_joppd_city_municipality,STARI GRAD,4138,4138,10,HR1810010051741312000
l10n_hr_joppd_city_municipality_04146,04146,normal,l10n_hr_joppd_city_municipality,STARI JANKOVCI,4146,4146,0,HR2910010051741412003
l10n_hr_joppd_city_municipality_04154,04154,normal,l10n_hr_joppd_city_municipality,STARI MIKANOVCI,4154,4154,10,HR5110010051741512002
l10n_hr_joppd_city_municipality_04162,04162,normal,l10n_hr_joppd_city_municipality,STARIGRAD,4162,4162,0,HR3510010051741612006
l10n_hr_joppd_city_municipality_04189,04189,normal,l10n_hr_joppd_city_municipality,STARO PETROVO SELO,4189,4189,10,HR5210010051741812005
l10n_hr_joppd_city_municipality_04197,04197,normal,l10n_hr_joppd_city_municipality,STON,4197,4197,0,HR5810010051741912001
l10n_hr_joppd_city_municipality_04219,04219,normal,l10n_hr_joppd_city_municipality,STRIZIVOJNA,4219,4219,0,HR7510010051742112000
l10n_hr_joppd_city_municipality_04227,04227,normal,l10n_hr_joppd_city_municipality,STUBIČKE TOPLICE,4227,4227,0,HR8610010051742212003
l10n_hr_joppd_city_municipality_04235,04235,normal,l10n_hr_joppd_city_municipality,SUĆURAJ,4235,4235,0,HR1110010051742312002
l10n_hr_joppd_city_municipality_04243,04243,normal,l10n_hr_joppd_city_municipality,SUHOPOLJE,4243,4243,0,HR9210010051742412006
l10n_hr_joppd_city_municipality_04251,04251,normal,l10n_hr_joppd_city_municipality,SUKOŠAN,4251,4251,0,HR4410010051742512004
l10n_hr_joppd_city_municipality_04260,04260,normal,l10n_hr_joppd_city_municipality,SUNJA,4260,4260,0,HR1210010051742612005
l10n_hr_joppd_city_municipality_04278,04278,normal,l10n_hr_joppd_city_municipality,SUPETAR,4278,4278,0,HR1810010051742712001
l10n_hr_joppd_city_municipality_04286,04286,normal,l10n_hr_joppd_city_municipality,SVETI FILIP I JAKOV,4286,4286,10,HR4510010051742812007
l10n_hr_joppd_city_municipality_04294,04294,normal,l10n_hr_joppd_city_municipality,SVETI IVAN ZELINA,4294,4294,12,HR1310010051742912008
l10n_hr_joppd_city_municipality_04308,04308,normal,l10n_hr_joppd_city_municipality,SVETI KRIŽ ZAČRETJE,4308,4308,0,HR4610010051743012003
l10n_hr_joppd_city_municipality_04316,04316,normal,l10n_hr_joppd_city_municipality,SVETI LOVREČ,4316,4316,1,HR6810010051743112002
l10n_hr_joppd_city_municipality_04324,04324,normal,l10n_hr_joppd_city_municipality,SVETA NEDELJA (Labin),4324,4324,6,HR5210010051743212006
l10n_hr_joppd_city_municipality_04332,04332,normal,l10n_hr_joppd_city_municipality,SVETI PETAR U ŠUMI,4332,4332,7,HR0410010051743312004
l10n_hr_joppd_city_municipality_04359,04359,normal,l10n_hr_joppd_city_municipality,SVETVINČENAT,4359,4359,5,HR7510010051743512001
l10n_hr_joppd_city_municipality_04367,04367,normal,l10n_hr_joppd_city_municipality,SVETA NEDELJA (Samobor),4367,4367,0,HR0510010051743612007
l10n_hr_joppd_city_municipality_04375,04375,normal,l10n_hr_joppd_city_municipality,SVETI ĐURĐ,4375,4375,2,HR7010010051743712008
l10n_hr_joppd_city_municipality_04383,04383,normal,l10n_hr_joppd_city_municipality,SVETI ILIJA,4383,4383,0,HR3810010051743812009
l10n_hr_joppd_city_municipality_04391,04391,normal,l10n_hr_joppd_city_municipality,SVETI IVAN ŽABNO,4391,4391,0,HR8210010051743912000
l10n_hr_joppd_city_municipality_04405,04405,normal,l10n_hr_joppd_city_municipality,SVETI JURAJ NA BREGU,4405,4405,0,HR2310010051744012002
l10n_hr_joppd_city_municipality_04413,04413,normal,l10n_hr_joppd_city_municipality,SVETI MARTIN NA MURI,4413,4413,0,HR0710010051744112006
l10n_hr_joppd_city_municipality_04421,04421,normal,l10n_hr_joppd_city_municipality,SVETI PETAR OREHOVEC,4421,4421,0,HR5610010051744212004
l10n_hr_joppd_city_municipality_04430,04430,normal,l10n_hr_joppd_city_municipality,ŠESTANOVAC,4430,4430,0,HR2410010051744312005
l10n_hr_joppd_city_municipality_04448,04448,normal,l10n_hr_joppd_city_municipality,ŠIBENIK,4448,4448,10,HR3010010051744412001
l10n_hr_joppd_city_municipality_04456,04456,normal,l10n_hr_joppd_city_municipality,ŠKABRNJA,4456,4456,0,HR5710010051744512007
l10n_hr_joppd_city_municipality_04472,04472,normal,l10n_hr_joppd_city_municipality,ŠOLTA,4472,4472,0,HR9010010051744712009
l10n_hr_joppd_city_municipality_04499,04499,normal,l10n_hr_joppd_city_municipality,ŠPIŠIĆ BUKOVICA,4499,4499,6,HR4810010051744912003
l10n_hr_joppd_city_municipality_04502,04502,normal,l10n_hr_joppd_city_municipality,ŠTEFANJE,4502,4502,0,HR1610010051745012004
l10n_hr_joppd_city_municipality_04529,04529,normal,l10n_hr_joppd_city_municipality,ŠTRIGOVA,4529,4529,0,HR8710010051745212001
l10n_hr_joppd_city_municipality_04537,04537,normal,l10n_hr_joppd_city_municipality,TINJAN,4537,4537,5,HR1710010051745312007
l10n_hr_joppd_city_municipality_04545,04545,normal,l10n_hr_joppd_city_municipality,TISNO,4545,4545,9,HR8210010051745412008
l10n_hr_joppd_city_municipality_04553,04553,normal,l10n_hr_joppd_city_municipality,PLITVIČKA JEZERA,4553,4553,8,HR5010010051745512009
l10n_hr_joppd_city_municipality_04561,04561,normal,l10n_hr_joppd_city_municipality,TOMPOJEVCI,4561,4561,0,HR9410010051745612000
